step,vehicleID,TimeLoss,AccumulatedWaitingTime
90,184,14.350210515842997,9.0
90,187,12.595806534302389,7.0
90,19,69.4544391037237,64.0
90,20,69.16004979217263,63.0
90,204,5.769964408085114,0.0
90,205,3.570713922269089,0.0
90,206,5.274787633789889,0.0
90,207,5.5734980898535955,0.0
90,212,3.173437433890821,0.0
90,213,4.53330332396694,0.0
90,214,3.6430212415241465,0.0
90,224,3.024431878950333,0.0
90,225,3.563267434226924,0.0
90,228,3.384951765077326,0.0
90,23,65.85180534910205,60.0
90,234,3.5265931053676836,0.0
90,235,3.5333553625919487,0.0
90,239,3.220174657769337,0.0
90,24,42.94818060582634,20.0
90,240,3.1266504799037076,0.0
90,242,1.9765526813457925,0.0
90,246,2.1110376762845755,0.0
90,248,1.6272348880869716,0.0
90,249,0.0,0.0
90,250,1.5875889159167695,0.0
90,251,0.0,0.0
90,254,0.8254403998552028,0.0
90,257,0.0,0.0
90,26,67.352149016815,62.0
90,27,52.40397101017169,38.0
90,32,54.4892546971708,41.0
90,37,32.6114838067723,12.0
90,4,59.86378166932216,46.0
90,44,60.21150739399408,54.0
90,46,44.908488730105155,31.0
90,47,61.79253224104614,57.0
90,50,57.25028282603915,52.0
90,52,58.15057549801311,52.0
90,58,54.686680845282204,49.0
90,59,22.141539768061048,5.0
90,60,37.80314935894038,25.0
90,61,37.098777005109675,21.0
90,63,53.4364842507558,48.0
90,64,39.74432403923649,31.0
90,68,52.22170448567957,47.0
90,92,44.62390285445048,39.0
120,103,71.3294855199209,65.0
120,105,70.21695445938687,63.0
120,109,69.2241786213382,63.0
120,11,104.01100465683564,97.0
120,113,65.58684527603587,60.0
120,119,50.25835094482426,43.0
120,120,67.50331111070685,59.0
120,121,65.01266372463039,59.0
120,123,64.4978267816755,58.0
120,125,65.06210484174358,59.0
120,126,63.60999329658085,57.0
120,129,61.04482059698742,55.0
120,131,60.64111996100081,55.0
120,134,61.895126238151775,56.0
120,135,59.2339806994827,52.0
120,139,59.647149900614124,54.0
120,140,58.0609158421117,52.0
120,145,58.13618159379724,52.0
120,150,56.968195843247024,50.0
120,151,54.33049814991182,48.0
120,16,98.3796775546601,94.0
120,160,38.611810762028526,27.0
120,162,53.8153916370086,47.0
120,163,51.347937977692034,45.0
120,165,49.39568772036499,44.0
120,17,101.58798157778608,95.0
120,174,45.73159880556224,40.0
120,182,41.28789626129425,37.0
120,183,43.66306523428797,38.0
120,184,44.350210515842996,39.0
120,187,42.59580653430239,37.0
120,19,99.4544391037237,94.0
120,20,99.16004979217263,93.0
120,204,35.76809571091151,30.0
120,205,5.208806352345035,0.0
120,206,35.2159131833793,28.0
120,213,33.997205800227775,26.0
120,214,31.780232895223946,26.0
120,224,28.113586321296985,22.0
120,228,25.974427746788585,18.0
120,23,95.85180534910205,90.0
120,234,25.53586069541219,19.0
120,235,24.766296909152153,17.0
120,239,5.313941006342457,0.0
120,24,72.94818060582634,50.0
120,240,25.043452464801554,17.0
120,242,5.9511900356096135,0.0
120,246,21.019007384219048,14.0
120,248,22.659478708735,14.0
120,249,18.0832421183137,12.0
120,250,21.4125713415579,14.0
120,251,17.763886598057077,12.0
120,254,16.444619289405317,10.0
120,257,15.07622429951937,11.0
120,259,18.014906711797522,12.0
120,26,97.352149016815,92.0
120,261,16.102211424373078,10.0
120,262,12.717176277898954,6.0
120,269,13.216234184569874,8.0
120,27,82.40397101017169,68.0
120,270,11.872120660927381,6.0
120,271,13.908298697372613,8.0
120,272,15.122584037822207,8.0
120,274,11.825928129342728,3.0
120,275,7.12581481264206,2.0
120,280,10.162248788772205,5.0
120,282,3.9522848514553277,0.0
120,284,6.091622397308171,0.0
120,287,10.423332757851716,3.0
120,293,6.762919627492449,1.0
120,294,8.106977452396348,2.0
120,299,6.867213017318733,1.0
120,302,3.3394851165592065,0.0
120,311,3.2480928335796158,0.0
120,318,2.947789565678152,0.0
120,321,3.353271418906754,0.0
120,322,2.8741931194317796,0.0
120,323,2.8663353500868425,0.0
120,325,2.401455390363127,0.0
120,337,1.6778224418935452,0.0
120,340,0.0,0.0
120,341,0.0,0.0
120,342,0.0,0.0
120,37,62.6114838067723,42.0
120,44,90.21150739399408,84.0
120,47,91.79253224104613,87.0
120,50,87.25028282603915,82.0
120,52,88.15057549801311,82.0
120,58,84.68668084528221,79.0
120,60,67.80314935894037,55.0
120,61,67.09877700510967,51.0
120,63,83.4364842507558,78.0
120,68,82.22170448567957,77.0
120,92,74.62390285445048,69.0
150,103,101.3294855199209,95.0
150,105,100.21695445938687,93.0
150,109,99.2241786213382,93.0
150,11,134.01100465683564,100.0
150,113,95.58684527603587,90.0
150,119,80.25835094482426,73.0
150,120,97.50331111070685,89.0
150,121,95.01266372463039,89.0
150,123,94.4978267816755,88.0
150,125,95.06210484174358,89.0
150,126,93.60999329658085,87.0
150,129,91.04482059698742,85.0
150,131,90.64111996100081,85.0
150,134,91.89512623815178,86.0
150,135,89.2339806994827,82.0
150,139,89.64714990061412,84.0
150,140,88.0609158421117,82.0
150,145,88.13618159379723,82.0
150,16,128.3796775546601,100.0
150,160,68.61181076202853,57.0
150,162,83.8153916370086,77.0
150,163,81.34793797769203,75.0
150,165,79.39568772036499,74.0
150,17,131.58798157778608,100.0
150,174,75.73159880556224,70.0
150,182,71.28789626129425,67.0
150,183,73.66306523428797,68.0
150,184,74.350210515843,69.0
150,187,72.5958065343024,67.0
150,20,129.16004979217263,100.0
150,204,65.76809571091151,60.0
150,205,33.55985052032719,25.0
150,206,65.2159131833793,58.0
150,213,63.997205800227775,56.0
150,214,61.780232895223946,56.0
150,224,58.113586321296985,52.0
150,228,55.974427746788585,48.0
150,23,125.85180534910205,100.0
150,234,55.53586069541219,49.0
150,235,54.76628978480225,47.0
150,24,102.94818060582634,77.0
150,240,55.043452464801554,47.0
150,242,35.94782847138074,30.0
150,246,51.018999838359576,44.0
150,248,52.659478708735,44.0
150,249,48.0832421183137,42.0
150,250,51.4125713415579,44.0
150,251,47.76388659805708,42.0
150,254,46.44461928940532,40.0
150,257,45.07622429951937,41.0
150,259,48.01490671179752,42.0
150,26,127.352149016815,100.0
150,269,43.21623418456987,38.0
150,27,112.40397101017169,96.0
150,270,41.87211264300819,36.0
150,271,43.908298697372615,38.0
150,272,45.12258403782221,38.0
150,274,41.825889285898555,33.0
150,275,37.12543596368297,32.0
150,280,40.16222239963068,35.0
150,282,23.850202960500553,16.0
150,287,40.42325730394293,33.0
150,293,36.76206113076887,31.0
150,294,38.106562455687026,32.0
150,299,36.86680151440402,31.0
150,302,32.72409114111945,27.0
150,321,26.658268810016338,20.0
150,323,11.03511667960786,0.0
150,337,23.266400080155382,17.0
150,340,20.30141887001846,14.0
150,341,3.8405909499580244,0.0
150,342,22.41740903632245,16.0
150,352,12.786554593411886,6.0
150,357,14.610829363742933,7.0
150,358,16.65060755729294,11.0
150,361,4.593922822210669,0.0
150,362,12.196591090389184,6.0
150,364,15.893018951349655,8.0
150,365,12.465764992670696,6.0
150,367,9.808843641254404,6.0
150,368,10.234944466788578,3.0
150,37,92.6114838067723,70.0
150,370,7.130321198794206,0.0
150,371,11.60992244221918,6.0
150,372,11.398950462249417,4.0
150,373,6.600021187307507,1.0
150,375,10.69343668216782,3.0
150,376,8.293953014500905,1.0
150,379,6.739206096281639,1.0
150,382,5.412462758335403,0.0
150,385,6.47716016136806,0.0
150,389,3.3713455965039443,0.0
150,390,3.4030400721006453,0.0
150,397,4.696512677888437,0.0
150,402,3.507093790877843,0.0
150,411,3.0875898917130717,0.0
150,413,3.279818298952501,0.0
150,415,1.8665526548688824,0.0
150,417,3.0407727825273496,0.0
150,418,1.928104592174752,0.0
150,427,0.0,0.0
150,44,120.21150739399408,100.0
150,47,121.79253224104613,100.0
150,50,117.25028282603915,100.0
150,52,118.15057549801311,100.0
150,58,114.68668084528221,100.0
150,61,77.96765859131658,50.0
150,63,113.4364842507558,100.0
150,68,112.22170448567957,100.0
150,92,104.62390285445048,99.0
180,103,131.3294855199209,100.0
180,105,115.45100621366575,79.0
180,109,129.22417862133818,100.0
180,11,164.01100465683564,100.0
180,113,125.58684527603587,100.0
180,119,110.25835094482426,100.0
180,120,127.50331111070685,100.0
180,121,125.01266372463039,100.0
180,123,124.4978267816755,100.0
180,125,111.91032417031717,78.0
180,129,103.51003069785995,76.0
180,131,120.64111996100081,100.0
180,134,110.75269161603032,83.0
180,135,119.2339806994827,100.0
180,139,119.64714990061412,100.0
180,140,118.0609158421117,100.0
180,145,102.89000922037891,76.0
180,16,158.3796775546601,100.0
180,160,98.61181076202853,81.0
180,162,98.80616631125297,75.0
180,163,96.1730826446424,75.0
180,165,109.39568772036499,100.0
180,17,161.58798157778608,100.0
180,174,91.67833473708151,80.0
180,182,101.28789626129425,97.0
180,183,86.71200700734842,73.0
180,184,87.02472704183221,75.0
180,187,102.5958065343024,97.0
180,20,159.16004979217263,100.0
180,204,82.20799843283996,69.0
180,205,63.55985052032719,55.0
180,206,95.2159131833793,88.0
180,213,80.63584571744072,63.0
180,214,91.78023289522395,86.0
180,224,88.11358632129699,82.0
180,228,85.97442774678859,78.0
180,23,155.85180534910205,100.0
180,234,85.5358606954122,79.0
180,235,84.76628978480224,77.0
180,24,132.94818060582634,99.0
180,240,85.04345246480156,77.0
180,242,65.94782847138075,60.0
180,246,81.01899983835958,74.0
180,248,82.65947870873501,74.0
180,249,78.0832421183137,72.0
180,250,67.88407792819714,51.0
180,251,77.76388659805707,72.0
180,254,76.44461928940532,70.0
180,257,75.07622429951937,71.0
180,259,61.26884036648096,49.0
180,26,143.50769134733991,81.0
180,269,73.21623418456987,68.0
180,27,142.4039710101717,100.0
180,270,71.8721126430082,66.0
180,271,73.90829869737262,68.0
180,272,60.940599054705075,44.0
180,274,71.82588928589855,63.0
180,275,67.12543596368297,62.0
180,280,70.16222239963068,65.0
180,282,53.85020296050055,46.0
180,287,57.736334246057055,40.0
180,293,66.76206113076887,61.0
180,294,68.10656245568703,62.0
180,299,52.58130810558072,39.0
180,302,62.72409114111945,57.0
180,321,56.65826881001634,50.0
180,337,40.557774485539824,26.0
180,340,35.85959037553934,20.0
180,342,39.10615085446122,25.0
180,352,42.786554593411886,36.0
180,357,44.61082936374294,37.0
180,358,34.375432932024815,21.0
180,362,42.196591090389184,36.0
180,364,35.8267856896252,19.0
180,365,42.4657649926707,36.0
180,367,23.102761745049225,13.0
180,368,40.234891273000464,33.0
180,37,122.6114838067723,96.0
180,370,37.12636478716038,30.0
180,371,29.262273966892494,14.0
180,372,28.97941810448032,13.0
180,373,36.599848404229995,31.0
180,375,28.90285412352571,14.0
180,376,38.29328683755131,31.0
180,379,36.738792084304244,31.0
180,382,35.36987365702183,28.0
180,385,24.001981139780515,8.0
180,389,32.121126407189735,26.0
180,390,31.08558138170259,25.0
180,397,24.714793064994304,11.0
180,402,30.083683140003508,23.0
180,411,22.137879937220983,16.0
180,413,20.21330903232151,6.0
180,417,24.515111715332097,17.0
180,418,10.021407994643717,0.0
180,427,19.10267084009321,13.0
180,431,17.036873929207225,11.0
180,432,12.767440103024349,0.0
180,436,15.053586132113658,9.0
180,44,150.21150739399408,100.0
180,441,13.020384411605281,0.0
180,442,12.05354204080473,5.0
180,447,13.755934754249651,7.0
180,448,14.241332713219283,8.0
180,456,6.179415256289601,0.0
180,457,4.873870841711827,0.0
180,458,3.9096683908808196,0.0
180,464,7.999601263714337,2.0
180,465,3.2543281147940957,0.0
180,466,5.021645804530453,0.0
180,467,4.574970990788078,0.0
180,468,4.163314754897289,0.0
180,469,4.252192412740619,0.0
180,47,151.79253224104613,100.0
180,470,2.7573247164662056,0.0
180,471,3.224177441170792,0.0
180,472,5.591683128564239,0.0
180,476,4.393976856617151,0.0
180,478,3.1321689144340663,0.0
180,480,3.7274656380472333,0.0
180,481,2.5868345786727636,0.0
180,484,2.883122524260239,0.0
180,485,3.7529543463856005,0.0
180,494,3.049264759348629,0.0
180,495,3.1460890820336003,0.0
180,496,3.3971526591922507,0.0
180,50,132.89509548380698,81.0
180,501,2.8239718518975323,0.0
180,502,2.9523274048341515,0.0
180,503,2.080145763318918,0.0
180,504,2.2330047766863568,0.0
180,505,2.1945744854924953,0.0
180,506,0.849855168295501,0.0
180,509,0.8583658097119209,0.0
180,52,148.1505754980131,100.0
180,58,144.6866808452822,100.0
180,63,127.4159883674426,78.0
180,68,126.50841701350599,77.0
180,92,134.62390285445048,100.0
210,103,161.3294855199209,100.0
210,109,159.22417862133818,100.0
210,11,194.01100465683564,100.0
210,113,155.5868452760359,100.0
210,119,140.25835094482426,100.0
210,120,157.50331111070685,100.0
210,121,155.01266372463039,100.0
210,129,133.51003069785995,76.0
210,131,150.6411199610008,100.0
210,134,127.83039347935697,58.0
210,135,149.2339806994827,100.0
210,139,149.64714990061412,100.0
210,140,148.06091584211168,100.0
210,145,132.88997595811236,76.0
210,16,188.3796775546601,100.0
210,160,128.61181076202854,100.0
210,162,128.76779285215912,73.0
210,163,126.17136251225733,75.0
210,165,139.395687720365,100.0
210,17,191.58798157778608,100.0
210,174,100.90045374755609,54.0
210,182,131.28789626129424,100.0
210,184,115.74725613192358,70.0
210,187,132.5958065343024,100.0
210,20,189.16004979217263,100.0
210,204,93.38716973592966,54.0
210,206,125.2159131833793,100.0
210,213,97.21406770622156,53.0
210,214,121.78023289522395,100.0
210,224,118.11358632129699,100.0
210,228,115.97442774678859,100.0
210,23,185.85180534910205,100.0
210,234,115.5358606954122,100.0
210,235,114.76628978480224,100.0
210,240,115.04345246480156,100.0
210,242,95.94782847138075,90.0
210,246,98.26193483929342,79.0
210,248,112.65947870873501,100.0
210,250,82.26278130091093,53.0
210,251,107.76388659805707,100.0
210,254,106.44461928940532,100.0
210,257,105.07622429951937,100.0
210,259,87.79780971347813,70.0
210,26,173.50769134733991,81.0
210,269,103.21623418456987,98.0
210,27,172.4039710101717,100.0
210,270,101.8721126430082,96.0
210,271,103.90829869737262,98.0
210,272,90.11277993726276,67.0
210,274,101.82588928589855,93.0
210,275,97.12543596368297,92.0
210,280,76.12311520921018,66.0
210,287,69.65774685677846,42.0
210,293,96.76206113076887,91.0
210,294,98.10656245568703,92.0
210,299,80.89050038861335,65.0
210,302,92.72409114111946,87.0
210,321,86.65826881001634,80.0
210,337,70.55777448553982,56.0
210,340,51.66535265968809,24.0
210,342,64.70719034939793,47.0
210,352,72.78655459341189,66.0
210,357,63.02747734257917,44.0
210,358,58.22774723121984,41.0
210,362,72.19659109038918,66.0
210,364,59.88850278404705,36.0
210,365,72.4657649926707,66.0
210,367,51.16045544134997,38.0
210,368,57.374185462451514,35.0
210,370,67.12636478716038,60.0
210,372,54.90481524994646,36.0
210,373,66.59984840422999,61.0
210,375,53.174895413057236,31.0
210,376,68.2932868375513,61.0
210,382,65.36987365702183,58.0
210,389,47.12675396510879,31.0
210,390,61.08558138170259,55.0
210,397,34.50745819003475,11.0
210,402,48.64437738092882,30.0
210,411,52.13787993722099,46.0
210,413,41.90650387549357,24.0
210,417,54.5151117153321,47.0
210,418,18.849356627213623,0.0
210,427,49.10267084009321,43.0
210,431,47.036873929207225,41.0
210,432,32.103087961573976,12.0
210,436,45.05358613211366,39.0
210,44,180.21150739399408,100.0
210,441,42.88455333130938,29.0
210,442,42.05354204080473,35.0
210,456,16.919298279778655,0.0
210,457,14.485641882316054,0.0
210,458,33.693660600871844,29.0
210,464,37.99874922357975,32.0
210,465,32.2259398345568,25.0
210,467,34.55721488574384,29.0
210,468,32.48124266804976,25.0
210,469,33.68673368575861,27.0
210,47,181.79253224104613,100.0
210,470,30.576126244684488,24.0
210,471,29.22703728162272,23.0
210,472,35.58874130063603,30.0
210,478,28.768282821867906,23.0
210,480,32.541601660956374,26.0
210,481,24.927747509069693,19.0
210,484,26.06736032889325,19.0
210,485,29.49092598449635,23.0
210,494,26.810339240346753,21.0
210,495,27.166977030324386,21.0
210,496,14.198605570416374,0.0
210,50,162.89509548380698,81.0
210,501,23.503962359542314,16.0
210,502,27.003354377785037,20.0
210,503,22.233126342806862,17.0
210,504,23.560763395412096,16.0
210,505,20.84404081069075,15.0
210,506,19.40981371276554,11.0
210,509,20.00144973397417,14.0
210,516,16.90148449889842,10.0
210,517,16.597822520142252,12.0
210,519,17.87831099959502,10.0
210,52,178.1505754980131,100.0
210,522,15.467210959359665,10.0
210,528,4.691001404489908,0.0
210,534,10.190636909604377,5.0
210,536,9.95967985020867,5.0
210,537,9.174894323028274,4.0
210,538,9.15328375577775,1.0
210,539,10.878163705289559,4.0
210,542,11.630841139942607,7.0
210,543,10.018312467173955,5.0
210,544,11.552584658475043,4.0
210,548,8.851602717434801,3.0
210,554,3.844966652976019,0.0
210,556,5.609597618332756,0.0
210,560,3.63417877878413,0.0
210,562,5.814155393077039,0.0
210,563,3.788291917955093,0.0
210,566,5.42026382374939,0.0
210,567,3.280740594639858,0.0
210,568,5.251631285245974,0.0
210,569,4.352403989128558,0.0
210,570,3.4022285810377837,0.0
210,571,3.5161867474675588,0.0
210,573,3.4486073312023255,0.0
210,574,3.2601852772412867,0.0
210,58,174.6866808452822,100.0
210,582,3.0249234126737794,0.0
210,585,3.1577694508369016,0.0
210,587,2.197797645644962,0.0
210,588,1.6892641301072597,0.0
210,590,2.1368178456604694,0.0
210,596,0.8553886850247436,0.0
210,597,0.8582671136054832,0.0
210,598,0.0,0.0
210,63,157.4159883674426,78.0
210,68,156.508417013506,77.0
210,92,164.62390285445048,100.0
240,103,167.65053698180444,72.0
240,109,189.22417862133818,100.0
240,113,185.5868452760359,100.0
240,119,170.25835094482426,100.0
240,120,187.50331111070685,100.0
240,121,185.01266372463039,100.0
240,129,163.51003069785995,76.0
240,131,161.69989691949473,73.0
240,135,179.2339806994827,100.0
240,139,179.64714990061412,100.0
240,145,162.88997595811236,76.0
240,16,218.3796775546601,100.0
240,160,158.61181076202854,100.0
240,162,158.76779285215912,73.0
240,163,156.17136251225733,75.0
240,165,169.395687720365,100.0
240,17,221.58798157778608,100.0
240,182,161.28789626129424,100.0
240,184,145.74725613192356,70.0
240,187,141.81274177615782,74.0
240,20,204.38361795843943,78.0
240,206,142.08830643374125,78.0
240,214,151.78023289522395,100.0
240,224,148.113586321297,100.0
240,228,145.9744277467886,100.0
240,23,215.85180534910205,100.0
240,234,130.56854326005993,79.0
240,235,144.76628978480224,100.0
240,240,127.37927662121562,75.0
240,242,125.94782847138075,100.0
240,248,128.0760434999514,77.0
240,251,137.76388659805707,100.0
240,254,136.44461928940532,100.0
240,257,135.07622429951937,100.0
240,259,117.79780971347813,70.0
240,26,203.50769134733991,81.0
240,269,119.4932773376278,77.0
240,27,202.4039710101717,100.0
240,270,131.8721126430082,100.0
240,271,133.90829869737263,100.0
240,272,120.11277993726276,69.0
240,274,117.79877546711228,78.0
240,275,114.8972730396711,80.0
240,293,126.76206113076887,100.0
240,294,112.20346891078708,77.0
240,299,110.89050038861335,74.0
240,302,110.5328792905363,80.0
240,321,104.0421824214604,76.0
240,337,100.55777448553982,79.0
240,342,94.70719034939793,71.0
240,352,102.78655459341189,96.0
240,358,88.22774723121984,70.0
240,362,102.19659109038918,96.0
240,364,89.88850278404705,66.0
240,365,102.4657649926707,96.0
240,367,81.16045544134997,68.0
240,370,97.12636478716038,90.0
240,372,84.90481524994647,66.0
240,373,96.59984840422999,91.0
240,375,83.17489541305724,60.0
240,376,98.2932868375513,91.0
240,382,95.36987365702183,88.0
240,390,91.08558138170258,85.0
240,411,82.13787993722099,76.0
240,413,71.90650387549357,54.0
240,417,70.94664091709912,55.0
240,427,79.10267084009321,73.0
240,431,77.03687392920722,71.0
240,432,62.103087961573976,42.0
240,44,210.21150739399408,100.0
240,441,72.88455333130938,59.0
240,442,72.05354204080473,65.0
240,457,41.209536833277916,20.0
240,458,63.693660600871844,59.0
240,464,54.446437922225805,39.0
240,465,62.2259398345568,55.0
240,467,64.55721488574383,59.0
240,468,62.48124266804976,55.0
240,469,63.68673368575861,57.0
240,47,211.79253224104613,100.0
240,470,60.57612624468449,54.0
240,471,59.22703728162272,53.0
240,472,50.81620522170416,38.0
240,478,58.768282821867906,53.0
240,480,51.77826124926809,35.0
240,481,54.92774750906969,49.0
240,484,56.06736032889325,49.0
240,494,41.18360036024914,28.0
240,495,42.6471434260628,30.0
240,496,41.77295377953568,23.0
240,50,192.89509548380698,81.0
240,501,53.503962359542314,46.0
240,502,45.61703174384842,30.0
240,504,53.560763395412096,46.0
240,505,50.84404081069075,45.0
240,506,49.40981371276554,41.0
240,509,50.00144973397417,44.0
240,516,46.90148449889842,40.0
240,517,46.59781388638793,42.0
240,52,208.1505754980131,100.0
240,522,45.46721095935966,40.0
240,528,28.937053156469478,18.0
240,534,40.19063690960438,35.0
240,536,39.95967985020867,35.0
240,537,39.174884150616755,34.0
240,538,39.153251004254976,31.0
240,539,26.38980521793487,11.0
240,542,29.62099523954132,18.0
240,543,40.018312467173956,35.0
240,544,31.092274237034694,16.0
240,548,38.34438906933775,28.0
240,554,33.538583672050564,28.0
240,556,34.683042724787086,26.0
240,560,33.36883377409206,28.0
240,562,34.07801545517978,23.0
240,563,31.174307155966908,25.0
240,566,27.693388355807535,14.0
240,567,31.36966168126022,26.0
240,568,27.366193822963886,11.0
240,569,31.04887789638671,22.0
240,570,14.933865931964565,0.0
240,571,27.808447072538886,21.0
240,573,30.183653908836593,21.0
240,574,27.51864631291,20.0
240,58,204.6866808452822,100.0
240,582,11.46210499818387,0.0
240,587,21.0010015485648,16.0
240,588,22.457515739834935,17.0
240,590,23.958544734824244,19.0
240,596,20.3877700225003,14.0
240,597,19.847887977494814,14.0
240,598,16.333675193013768,10.0
240,610,13.508332693366434,7.0
240,611,15.896426686512006,9.0
240,612,13.344741441816375,9.0
240,613,13.3563869315792,7.0
240,617,14.499104391164893,6.0
240,618,12.390782368510989,7.0
240,620,14.160091758734247,4.0
240,622,11.709249506989643,3.0
240,627,11.975479030549563,6.0
240,63,187.4159883674426,78.0
240,630,8.123439927732756,2.0
240,642,3.3218815965434136,0.0
240,644,4.605059008037567,0.0
240,646,3.905310428955867,0.0
240,650,4.31500464584443,0.0
240,651,3.1202222218932527,0.0
240,654,2.9136991776358023,0.0
240,657,3.6346693202358606,0.0
240,661,2.3636299234051075,0.0
240,663,3.533743025760369,0.0
240,664,3.1884905113185624,0.0
240,666,3.1268349932638415,0.0
240,667,2.8498013365082278,0.0
240,671,2.1338058816769765,0.0
240,673,2.66553723395095,0.0
240,675,2.15172414398201,0.0
240,676,0.8224423325150887,0.0
240,678,1.6241816871987973,0.0
240,679,1.667595927920232,0.0
240,68,186.508417013506,77.0
240,682,0.0,0.0
240,92,181.59020149227106,82.0
270,109,219.22417862133818,100.0
270,113,215.5868452760359,100.0
270,121,215.01266372463039,100.0
270,135,209.2339806994827,100.0
270,139,209.64714990061412,100.0
270,145,192.88997595811236,92.0
270,16,248.3796775546601,100.0
270,162,188.76779285215912,88.0
270,165,199.395687720365,100.0
270,17,251.58798157778608,100.0
270,182,191.28789626129424,100.0
270,184,175.74725613192356,84.0
270,20,234.38361795843943,78.0
270,206,172.08830643374125,78.0
270,214,181.78023289522395,100.0
270,224,178.113586321297,100.0
270,228,175.9744277467886,100.0
270,23,245.85180534910205,100.0
270,234,160.56854326005993,79.0
270,235,174.76628978480224,100.0
270,251,167.76388659805707,100.0
270,254,166.44461928940532,100.0
270,257,165.07622429951937,100.0
270,259,147.79780971347813,83.0
270,269,149.4932773376278,77.0
270,270,161.8721126430082,100.0
270,271,163.90829869737263,100.0
270,274,147.79877546711228,78.0
270,275,131.0968733651436,58.0
270,294,140.24931508334674,71.0
270,299,140.89050038861336,86.0
270,302,127.72950463244462,59.0
270,321,134.04213953971663,76.0
270,342,124.70719034939793,82.0
