step,laneID,WaitingTime,CO2
420,-3_2,16.0,19408.267653005496
420,-4_2,140.0,23619.973577106273
420,-2_0,407.0,18234.534659472956
450,2_2,0.0,4011.6381563948753
450,-4_0,418.0,10498.888888888889
450,5_2,0.0,0.0
450,7_2,0.0,0.0
450,4_0,0.0,0.0
450,-1_0,210.0,10498.888888888889
450,3_0,1559.0,44620.27777777777
450,-5_1,690.0,18373.055555555555
450,-9_2,1031.0,13123.611111111111
450,1_2,0.0,0.0
450,-7_2,91.0,5249.444444444444
450,-8_1,825.0,13123.611111111111
450,-2_1,431.0,15748.333333333334
450,6_1,0.0,0.0
450,8_2,0.0,0.0
450,0_0,436.0,29290.506339311
450,4_1,0.0,0.0
450,6_0,0.0,2490.358023106566
450,9_1,0.0,12819.776773793536
450,-3_0,73.0,7874.166666666666
450,-0_0,0.0,0.0
450,2_1,0.0,0.0
450,-6_0,447.0,36923.47004591889
450,1_1,0.0,0.0
450,-5_0,381.0,24732.186230860127
450,7_1,0.0,0.0
450,2_0,0.0,0.0
450,5_0,0.0,0.0
450,-6_1,471.0,26247.078698112935
450,-8_0,918.0,13123.611111111111
450,-0_2,0.0,0.0
450,3_1,1384.0,44620.259657977556
450,-5_2,0.0,5973.754383824598
450,-4_1,316.0,10498.888888888889
450,-9_1,98.0,13121.461667144982
450,9_0,0.0,0.0
450,-0_1,0.0,0.0
450,3_2,0.0,0.0
450,8_0,0.0,0.0
450,-8_2,995.0,48885.03262466771
450,7_0,0.0,0.0
450,-1_1,66.0,8756.310923246625
450,0_2,359.0,15747.463751193482
450,6_2,0.0,2562.074911173512
450,8_1,0.0,0.0
450,-1_2,54.0,9162.256397625684
450,-2_2,557.0,15748.333333333334
450,-7_1,167.0,5249.444444444444
450,-7_0,578.0,7874.166666666666
450,-9_0,84.0,19678.640036486388
450,0_1,418.0,18366.93364650893
450,9_2,0.0,0.0
450,-3_1,78.0,7874.166666666666
450,5_1,0.0,0.0
450,1_0,0.0,0.0
450,-6_2,765.0,26002.174523143465
450,4_2,0.0,21599.346412646642
450,-3_2,0.0,0.0
450,-4_2,418.0,32519.689236688246
450,-2_0,599.0,18373.055555555555
480,2_2,0.0,0.0
480,-4_0,538.0,13123.611111111111
480,5_2,0.0,0.0
480,7_2,0.0,0.0
480,4_0,0.0,0.0
480,-1_0,311.0,10498.888888888889
480,3_0,0.0,8566.944113623078
480,-5_1,900.0,18373.055555555555
480,-9_2,93.0,15747.925331087301
480,1_2,0.0,0.0
480,-7_2,151.0,5249.444444444444
480,-8_1,975.0,13123.611111111111
480,-2_1,0.0,0.0
480,6_1,11.0,15981.015712560542
480,8_2,0.0,0.0
480,0_0,702.0,29925.31975001573
480,4_1,0.0,0.0
480,6_0,30.0,15062.746554728128
480,9_1,0.0,0.0
480,-3_0,163.0,7874.166666666666
480,-0_0,0.0,0.0
480,2_1,0.0,0.0
480,-6_0,779.0,42894.73994162333
480,1_1,0.0,4847.8053208912415
480,-5_0,612.0,26070.3525257308
480,7_1,0.0,0.0
480,2_0,0.0,0.0
480,5_0,0.0,0.0
480,-6_1,803.0,41060.38583961793
480,-8_0,36.0,13122.117937249572
480,-0_2,0.0,0.0
480,3_1,0.0,7367.247357866134
480,-5_2,17.0,2624.722222222222
480,-4_1,436.0,10498.888888888889
480,-9_1,257.0,15748.333333333334
480,9_0,0.0,0.0
480,-0_1,0.0,0.0
480,3_2,0.0,9123.053207494118
480,8_0,0.0,0.0
480,-8_2,0.0,3567.6879144628338
480,7_0,0.0,0.0
480,-1_1,154.0,7874.166666666666
480,0_2,539.0,15748.333333333334
480,6_2,86.0,20898.417045395814
480,8_1,0.0,0.0
480,-1_2,148.0,10498.888888888889
480,-2_2,737.0,15748.333333333334
480,-7_1,227.0,5249.444444444444
480,-7_0,668.0,7874.166666666666
480,-9_0,245.0,30079.07449618661
480,0_1,673.0,26247.151296456264
480,9_2,0.0,0.0
480,-3_1,168.0,7874.166666666666
480,5_1,0.0,0.0
480,1_0,0.0,0.0
480,-6_2,1103.0,46774.95067412322
480,4_2,0.0,0.0
480,-3_2,0.0,0.0
480,-4_2,791.0,34121.38888888889
480,-2_0,0.0,0.0
510,2_2,0.0,0.0
510,-4_0,670.0,13123.611111111111
510,5_2,0.0,5050.944665238362
510,7_2,0.0,12682.819821378442
510,4_0,0.0,0.0
510,-1_0,431.0,10498.888888888889
510,3_0,94.0,29084.425284044322
510,-5_1,1130.0,23622.465177271544
510,-9_2,273.0,15748.333333333334
510,1_2,0.0,0.0
510,-7_2,211.0,5249.444444444444
510,-8_1,824.0,10498.888888888889
510,-2_1,0.0,0.0
510,6_1,40.0,18390.018092752496
510,8_2,0.0,0.0
510,0_0,0.0,17750.339307592953
510,4_1,0.0,0.0
510,6_0,256.0,23622.5
510,9_1,0.0,0.0
510,-3_0,253.0,7874.166666666666
510,-0_0,0.0,0.0
510,2_1,0.0,0.0
510,-6_0,1224.0,41995.55555555555
510,1_1,0.0,0.0
510,-5_0,856.0,32573.48343845369
510,7_1,0.0,0.0
510,2_0,0.0,0.0
510,5_0,0.0,0.0
510,-6_1,1232.0,42681.205662005545
510,-8_0,186.0,13123.611111111111
510,-0_2,0.0,0.0
510,3_1,69.0,26271.06014310882
510,-5_2,47.0,2624.722222222222
510,-4_1,556.0,10498.888888888889
510,-9_1,505.0,26247.222222222223
510,9_0,0.0,0.0
510,-0_1,0.0,0.0
510,3_2,66.0,15606.553541826632
510,8_0,0.0,0.0
510,-8_2,77.0,12911.646244968917
510,7_0,0.0,2337.0117072222224
510,-1_1,254.0,10498.888888888889
510,0_2,741.0,18373.055555555555
510,6_2,0.0,13407.37699306129
510,8_1,0.0,0.0
510,-1_2,318.0,25209.027140936556
510,-2_2,917.0,15748.333333333334
510,-7_1,37.0,5249.444444444444
510,-7_0,463.0,5249.444444444444
510,-9_0,511.0,28866.129821103237
510,0_1,0.0,0.0
510,9_2,0.0,0.0
510,-3_1,258.0,7874.166666666666
510,5_1,0.0,0.0
510,1_0,0.0,0.0
510,-6_2,0.0,15233.74633472306
510,4_2,0.0,0.0
510,-3_2,9.0,2624.722222222222
510,-4_2,1215.0,39370.718244963384
510,-2_0,0.0,0.0
540,2_2,0.0,0.0
540,-4_0,820.0,13123.611111111111
540,5_2,0.0,0.0
540,7_2,0.0,0.0
540,4_0,0.0,0.0
540,-1_0,551.0,10498.888888888889
540,3_0,458.0,38206.97674636894
540,-5_1,1400.0,23622.5
540,-9_2,453.0,15748.333333333334
540,1_2,0.0,9280.885032154361
540,-7_2,271.0,5249.444444444444
540,-8_1,91.0,10498.888888888889
540,-2_1,0.0,0.0
540,6_1,0.0,0.0
540,8_2,0.0,0.0
540,0_0,51.0,13085.507629479245
540,4_1,0.0,0.0
540,6_0,0.0,0.0
540,9_1,0.0,0.0
540,-3_0,375.0,28811.487192287495
540,-0_0,0.0,0.0
540,2_1,0.0,0.0
540,-6_0,0.0,7130.508313939024
540,1_1,0.0,0.0
540,-5_0,1149.0,30500.8532251789
540,7_1,0.0,0.0
540,2_0,0.0,0.0
540,5_0,0.0,0.0
540,-6_1,0.0,14489.69936022838
540,-8_0,336.0,13123.611111111111
540,-0_2,0.0,0.0
540,3_1,399.0,31496.666666666668
540,-5_2,77.0,2624.722222222222
540,-4_1,676.0,10498.888888888889
540,-9_1,806.0,28866.53457504708
540,9_0,0.0,3905.8796749555854
540,-0_1,0.0,0.0
540,3_2,235.0,20640.562317133183
540,8_0,0.0,0.0
540,-8_2,223.0,19438.595335139973
540,7_0,0.0,0.0
540,-1_1,374.0,10498.888888888889
540,0_2,0.0,0.0
540,6_2,39.0,7874.166666666666
540,8_1,0.0,0.0
540,-1_2,580.0,34044.13010340307
540,-2_2,1127.0,18373.055555555555
540,-7_1,97.0,5249.444444444444
540,-7_0,523.0,9557.96066328808
540,-9_0,841.0,33223.03684174268
540,0_1,29.0,5249.444444444444
540,9_2,0.0,0.0
540,-3_1,371.0,33476.64139419802
540,5_1,0.0,0.0
540,1_0,0.0,0.0
540,-6_2,79.0,27158.785735621972
540,4_2,0.0,0.0
540,-3_2,47.0,27604.913382735624
540,-4_2,1675.0,41995.55555555555
540,-2_0,6.0,2624.722222222222
570,2_2,0.0,0.0
570,-4_0,970.0,13123.611111111111
570,5_2,0.0,0.0
570,7_2,0.0,0.0
570,4_0,0.0,0.0
570,-1_0,701.0,15748.333333333334
570,3_0,0.0,4479.7813115420095
570,-5_1,1700.0,26247.222222222223
570,-9_2,633.0,15748.333333333334
570,1_2,0.0,0.0
570,-7_2,359.0,7874.166666666666
570,-8_1,218.0,13123.611111111111
570,-2_1,0.0,0.0
570,6_1,25.0,18535.427492707826
570,8_2,0.0,0.0
570,0_0,153.0,10498.888888888889
570,4_1,0.0,0.0
570,6_0,24.0,13114.39888422865
570,9_1,0.0,0.0
570,-3_0,0.0,0.0
570,-0_0,0.0,7538.960767191261
570,2_1,0.0,0.0
570,-6_0,113.0,32229.02654415646
570,1_1,0.0,0.0
570,-5_0,1468.0,28871.944444444445
570,7_1,0.0,0.0
570,2_0,0.0,0.0
570,5_0,0.0,0.0
570,-6_1,134.0,26216.521759796826
570,-8_0,486.0,13123.611111111111
570,-0_2,0.0,0.0
570,3_1,0.0,4041.7169045992305
570,-5_2,121.0,24626.14210647916
570,-4_1,796.0,10498.888888888889
570,-9_1,0.0,0.0
570,9_0,0.0,0.0
570,-0_1,0.0,9097.971896071751
570,3_2,405.0,15748.333333333334
570,8_0,0.0,0.0
570,-8_2,475.0,41934.214676391755
570,7_0,0.0,0.0
570,-1_1,494.0,10498.888888888889
570,0_2,2.0,2623.430221774624
570,6_2,147.0,17426.46817629465
570,8_1,0.0,0.0
570,-1_2,899.0,34052.14195200765
570,-2_2,1337.0,18373.055555555555
570,-7_1,180.0,10498.888888888889
570,-7_0,614.0,10498.888888888889
570,-9_0,0.0,3110.5454486042913
570,0_1,103.0,7874.166666666666
570,9_2,0.0,0.0
570,-3_1,0.0,0.0
570,5_1,0.0,0.0
570,1_0,0.0,0.0
570,-6_2,269.0,28871.679186044912
570,4_2,0.0,0.0
570,-3_2,200.0,23546.692388618805
570,-4_2,2158.0,52744.764466732384
570,-2_0,36.0,2624.722222222222
600,2_2,0.0,25366.03188531794
600,-4_0,1120.0,19640.403688287595
600,5_2,0.0,0.0
600,7_2,0.0,0.0
600,4_0,0.0,0.0
600,-1_0,851.0,13123.611111111111
600,3_0,15.0,5249.396744550924
600,-5_1,2008.0,28871.944444444445
600,-9_2,813.0,15748.333333333334
600,1_2,0.0,0.0
600,-7_2,449.0,7874.166666666666
600,-8_1,368.0,13123.611111111111
600,-2_1,29.0,2624.722222222222
600,6_1,0.0,0.0
600,8_2,0.0,0.0
600,0_0,289.0,15748.333333333334
600,4_1,0.0,0.0
600,6_0,0.0,1496.7633461305575
600,9_1,0.0,4880.069840776961
600,-3_0,10.0,12135.726646665773
600,-0_0,0.0,0.0
600,2_1,0.0,0.0
600,-6_0,0.0,12086.59686522382
600,1_1,0.0,0.0
600,-5_0,1798.0,28871.944444444445
600,7_1,0.0,0.0
600,2_0,0.0,0.0
600,5_0,0.0,0.0
600,-6_1,0.0,6411.402269059996
600,-8_0,636.0,13123.611111111111
600,-0_2,0.0,0.0
600,3_1,14.0,2624.722222222222
600,-5_2,291.0,20997.745520574972
600,-4_1,916.0,10498.888888888889
600,-9_1,11.0,2624.722222222222
600,9_0,0.0,6305.239031427318
600,-0_1,0.0,0.0
600,3_2,585.0,15748.333333333334
600,8_0,0.0,0.0
600,-8_2,868.0,55896.46905630227
600,7_0,0.0,0.0
600,-1_1,614.0,10498.888888888889
600,0_2,61.0,5249.444444444444
600,6_2,353.0,18373.055555555555
600,8_1,0.0,0.0
600,-1_2,1295.0,41836.49227421987
600,-2_2,1576.0,20997.777777777777
600,-7_1,306.0,13123.611111111111
600,-7_0,746.0,13123.611111111111
600,-9_0,9.0,15976.393353086994
600,0_1,248.0,13123.611111111111
600,9_2,0.0,0.0
600,-3_1,13.0,10842.103233337675
600,5_1,0.0,0.0
600,1_0,0.0,0.0
600,-6_2,279.0,25253.846581641235
600,4_2,0.0,0.0
600,-3_2,0.0,4818.164943488168
600,-4_2,2796.0,62993.3333333333
600,-2_0,75.0,5249.444444444444
630,2_2,0.0,0.0
630,-4_0,1270.0,13123.611111111111
630,5_2,0.0,0.0
630,7_2,0.0,0.0
630,4_0,0.0,0.0
630,-1_0,1001.0,13123.611111111111
630,3_0,77.0,12764.671775851628
630,-5_1,2338.0,28871.944444444445
630,-9_2,998.0,18373.037387334585
630,1_2,0.0,0.0
630,-7_2,542.0,10498.888888888889
630,-8_1,518.0,15806.380620229851
630,-2_1,59.0,2624.722222222222
630,6_1,15.0,17142.834230575532
630,8_2,0.0,0.0
630,0_0,475.0,26260.817152358184
630,4_1,0.0,0.0
630,6_0,35.0,11621.530717422182
630,9_1,0.0,0.0
630,-3_0,177.0,18373.055555555555
630,-0_0,0.0,0.0
630,2_1,0.0,0.0
630,-6_0,25.0,13087.192899971671
630,1_1,0.0,0.0
630,-5_0,2153.0,31496.666666666668
630,7_1,0.0,0.0
630,2_0,0.0,0.0
630,5_0,0.0,0.0
630,-6_1,27.0,14715.565562963986
630,-8_0,786.0,15748.333333333334
630,-0_2,0.0,0.0
630,3_1,88.0,28635.287399491892
630,-5_2,547.0,26247.222222222223
630,-4_1,1038.0,13122.27785351949
630,-9_1,101.0,15748.265449440554
630,9_0,0.0,0.0
630,-0_1,0.0,0.0
630,3_2,771.0,20993.702961459632
630,8_0,0.0,0.0
630,-8_2,0.0,32049.31140991125
630,7_0,0.0,0.0
630,-1_1,734.0,10498.888888888889
630,0_2,149.0,7874.166666666666
630,6_2,568.0,29278.295200895645
630,8_1,0.0,0.0
630,-1_2,0.0,3266.4932088740397
630,-2_2,1816.0,20997.777777777777
630,-7_1,456.0,13123.611111111111
630,-7_0,896.0,13123.611111111111
630,-9_0,119.0,34240.62240781093
630,0_1,404.0,19543.04834319391
630,9_2,0.0,0.0
630,-3_1,163.0,18373.055555555555
630,5_1,0.0,0.0
630,1_0,0.0,0.0
630,-6_2,303.0,39561.21387419769
630,4_2,0.0,0.0
630,-3_2,87.0,18373.035441381628
630,-4_2,0.0,45333.82258299937
630,-2_0,135.0,5249.444444444444
660,2_2,0.0,0.0
660,-4_0,25.0,13120.535582809269
660,5_2,0.0,30626.805779143753
660,7_2,0.0,13559.486806844467
660,4_0,0.0,0.0
660,-1_0,952.0,13123.611111111111
660,3_0,261.0,20997.777777777777
660,-5_1,170.0,28871.890366914362
660,-9_2,1241.0,26247.222222222223
660,1_2,0.0,0.0
660,-7_2,662.0,23722.703278602425
660,-8_1,668.0,13123.611111111111
660,-2_1,89.0,2624.722222222222
660,6_1,108.0,10498.04578136584
660,8_2,0.0,0.0
660,0_0,685.0,22719.007589660825
660,4_1,0.0,0.0
660,6_0,141.0,15741.453080229472
660,9_1,0.0,0.0
660,-3_0,387.0,18373.055555555555
660,-0_0,0.0,0.0
660,2_1,0.0,0.0
660,-6_0,181.0,27076.693620773607
660,1_1,0.0,0.0
660,-5_0,2458.0,28871.944444444445
660,7_1,0.0,0.0
660,2_0,0.0,0.0
660,5_0,0.0,0.0
660,-6_1,147.0,14575.669860572147
660,-8_0,938.0,18372.64311911851
660,-0_2,0.0,4259.021006157766
660,3_1,314.0,32372.71057659968
660,-5_2,874.0,28871.944444444445
660,-4_1,37.0,10498.888888888889
660,-9_1,315.0,23622.466192354914
660,9_0,0.0,0.0
660,-0_1,0.0,0.0
660,3_2,1011.0,20997.777777777777
660,8_0,0.0,0.0
660,-8_2,214.0,41978.51564315606
660,7_0,0.0,0.0
660,-1_1,59.0,10498.888888888889
660,0_2,257.0,13123.396984295821
660,6_2,0.0,5022.728338628006
660,8_1,0.0,0.0
660,-1_2,56.0,13303.103031607152
660,-2_2,0.0,0.0
660,-7_1,606.0,13123.611111111111
660,-7_0,1046.0,13123.611111111111
660,-9_0,346.0,30172.82102717372
660,0_1,618.0,23618.889918443485
660,9_2,0.0,0.0
660,-3_1,373.0,18373.055555555555
660,5_1,0.0,2893.8045660535113
660,1_0,0.0,0.0
660,-6_2,0.0,5726.673813150362
660,4_2,0.0,0.0
660,-3_2,297.0,18373.055555555555
660,-4_2,232.0,44602.0751604605
660,-2_0,195.0,8783.3035304228
690,2_2,0.0,0.0
690,-4_0,175.0,13123.611111111111
690,5_2,0.0,0.0
690,7_2,0.0,0.0
690,4_0,0.0,2936.0852370186785
690,-1_0,1072.0,16251.656769631356
690,3_0,518.0,26245.69644860275
690,-5_1,500.0,28871.944444444445
690,-9_2,1560.0,31496.666666666668
690,1_2,0.0,0.0
690,-7_2,40.0,13123.222645679722
690,-8_1,831.0,15748.333333333334
690,-2_1,144.0,5249.444444444444
690,6_1,238.0,16011.782592537556
690,8_2,0.0,0.0
690,0_0,944.0,26247.222222222223
690,4_1,0.0,0.0
690,6_0,290.0,24311.33151818353
690,9_1,0.0,0.0
690,-3_0,0.0,0.0
690,-0_0,0.0,2490.777816753244
690,2_1,0.0,0.0
690,-6_0,372.0,35408.34687686892
690,1_1,0.0,0.0
690,-5_0,2186.0,27125.961995781865
690,7_1,0.0,0.0
690,2_0,0.0,0.0
690,5_0,0.0,0.0
690,-6_1,338.0,35197.44347973456
690,-8_0,1118.0,15748.333333333334
690,-0_2,0.0,0.0
690,3_1,584.0,27217.643830742985
690,-5_2,1213.0,31496.666666666668
690,-4_1,158.0,13118.798035560347
690,-9_1,585.0,23622.5
690,9_0,0.0,0.0
690,-0_1,0.0,0.0
690,3_2,1251.0,20997.777777777777
690,8_0,0.0,0.0
690,-8_2,0.0,17512.10742340575
690,7_0,0.0,0.0
690,-1_1,179.0,10498.888888888889
690,0_2,407.0,13123.611111111111
690,6_2,36.0,30142.669220788626
690,8_1,0.0,0.0
690,-1_2,243.0,26388.339482194482
690,-2_2,22.0,5249.444444444444
690,-7_1,756.0,13123.611111111111
690,-7_0,64.0,10498.888888888889
690,-9_0,636.0,26247.222222222223
690,0_1,916.0,28871.944444444445
690,9_2,0.0,0.0
690,-3_1,0.0,0.0
690,5_1,0.0,0.0
690,1_0,0.0,0.0
690,-6_2,9.0,15490.748421365033
690,4_2,0.0,0.0
690,-3_2,119.0,15748.223656512893
690,-4_2,0.0,14348.152360889502
690,-2_0,255.0,5249.444444444444
720,2_2,0.0,4995.59392745278
720,-4_0,325.0,15748.333333333334
720,5_2,0.0,0.0
720,7_2,0.0,0.0
720,4_0,0.0,0.0
720,-1_0,19.0,9149.820519842999
720,3_0,818.0,26247.222222222223
720,-5_1,830.0,28871.944444444445
720,-9_2,0.0,0.0
720,1_2,0.0,0.0
720,-7_2,190.0,13123.611111111111
720,-8_1,1011.0,15748.333333333334
720,-2_1,204.0,5249.444444444444
720,6_1,453.0,20997.777777777777
720,8_2,0.0,28916.21603942661
720,0_0,1263.0,31494.875940588667
720,4_1,0.0,0.0
720,6_0,501.0,20997.777777777777
720,9_1,0.0,0.0
720,-3_0,0.0,19492.529661979454
720,-0_0,0.0,0.0
720,2_1,0.0,0.0
720,-6_0,0.0,5376.12199200579
720,1_1,0.0,0.0
720,-5_0,217.0,28871.944444444445
720,7_1,0.0,0.0
720,2_0,0.0,2547.623910952416
720,5_0,0.0,0.0
720,-6_1,0.0,4566.911124336771
720,-8_0,1305.0,18373.055555555555
720,-0_2,0.0,0.0
720,3_1,854.0,23622.5
720,-5_2,1573.0,31496.666666666668
720,-4_1,308.0,13123.611111111111
720,-9_1,865.0,26247.222222222223
720,9_0,0.0,0.0
720,-0_1,0.0,0.0
720,3_2,1516.0,26247.222222222223
720,8_0,0.0,0.0
720,-8_2,95.0,13123.611111111111
720,7_0,0.0,0.0
720,-1_1,299.0,10498.888888888889
720,0_2,557.0,13123.611111111111
720,6_2,312.0,33790.02199838671
720,8_1,0.0,0.0
720,-1_2,540.0,34121.33281356697
720,-2_2,82.0,6935.39856635769
720,-7_1,906.0,13123.611111111111
720,-7_0,184.0,10498.888888888889
720,-9_0,936.0,38134.54411292963
720,0_1,1253.0,38068.94593515241
720,9_2,0.0,0.0
720,-3_1,0.0,13615.291748153963
720,5_1,0.0,0.0
720,1_0,0.0,0.0
720,-6_2,68.0,11206.990451970742
720,4_2,0.0,0.0
720,-3_2,0.0,13766.075164591657
720,-4_2,95.0,14631.507675846084
720,-2_0,315.0,5249.444444444444
750,2_2,0.0,0.0
750,-4_0,475.0,13123.611111111111
750,5_2,0.0,0.0
750,7_2,0.0,10261.635298247758
750,4_0,0.0,24618.42680674466
750,-1_0,104.0,10498.888888888889
750,3_0,1125.0,36009.856564906666
750,-5_1,0.0,0.0
750,-9_2,20.0,2624.722222222222
750,1_2,0.0,0.0
750,-7_2,340.0,13123.611111111111
750,-8_1,1193.0,22299.941560596508
750,-2_1,264.0,5249.444444444444
750,6_1,544.0,18054.908948529624
750,8_2,0.0,0.0
750,0_0,1666.0,36746.11111111111
750,4_1,0.0,22536.454665596997
750,6_0,702.0,18373.055555555555
750,9_1,0.0,0.0
750,-3_0,0.0,3451.7391281090972
750,-0_0,0.0,6520.247430495076
750,2_1,0.0,0.0
750,-6_0,23.0,9283.437324405575
750,1_1,0.0,0.0
750,-5_0,0.0,5344.728177297893
750,7_1,0.0,0.0
750,2_0,0.0,0.0
750,5_0,0.0,0.0
750,-6_1,1.0,2620.0933011933294
750,-8_0,1515.0,18373.055555555555
750,-0_2,0.0,0.0
750,3_1,1138.0,26247.222222222223
750,-5_2,1960.0,34121.38888888889
750,-4_1,458.0,13123.611111111111
750,-9_1,1192.0,36391.283654249404
750,9_0,0.0,0.0
750,-0_1,0.0,0.0
750,3_2,1816.0,26247.222222222223
750,8_0,0.0,0.0
750,-8_2,258.0,23218.99899564326
750,7_0,0.0,0.0
750,-1_1,419.0,10498.888888888889
750,0_2,723.0,18598.058056319627
750,6_2,0.0,10102.338599921284
750,8_1,0.0,0.0
750,-1_2,954.0,45221.440970650736
750,-2_2,177.0,10498.888888888889
750,-7_1,1056.0,13123.611111111111
750,-7_0,304.0,13123.611111111111
750,-9_0,1264.0,31495.39215095017
750,0_1,1654.0,36746.11111111111
750,9_2,0.0,0.0
750,-3_1,0.0,0.0
750,5_1,0.0,0.0
750,1_0,0.0,0.0
750,-6_2,103.0,22920.82139265767
750,4_2,0.0,3761.8235201283605
750,-3_2,85.0,10498.888888888889
750,-4_2,262.0,18373.055555555555
750,-2_0,375.0,5249.444444444444
780,2_2,0.0,0.0
780,-4_0,632.0,22562.72695575301
780,5_2,0.0,0.0
780,7_2,0.0,0.0
780,4_0,0.0,0.0
780,-1_0,231.0,15748.333333333334
780,3_0,1455.0,28871.944444444445
780,-5_1,0.0,0.0
780,-9_2,62.0,5249.444444444444
780,1_2,0.0,12845.757599155973
780,-7_2,490.0,20506.512204798884
780,-8_1,8.0,13032.544423833246
780,-2_1,324.0,5249.444444444444
780,6_1,725.0,18372.848076252958
780,8_2,0.0,0.0
780,0_0,2086.0,46438.75716069087
780,4_1,0.0,0.0
780,6_0,912.0,18373.055555555555
780,9_1,0.0,0.0
780,-3_0,10.0,7861.188949245916
780,-0_0,0.0,0.0
780,2_1,0.0,0.0
780,-6_0,75.0,21095.79775545588
780,1_1,0.0,0.0
780,-5_0,16.0,5249.444444444444
780,7_1,0.0,0.0
780,2_0,0.0,0.0
780,5_0,0.0,0.0
780,-6_1,91.0,23246.820767520345
780,-8_0,1680.0,18373.055555555555
780,-0_2,0.0,0.0
780,3_1,1265.0,38305.34817189186
780,-5_2,39.0,28609.827717418208
780,-4_1,608.0,13123.611111111111
780,-9_1,0.0,0.0
780,9_0,0.0,0.0
780,-0_1,0.0,0.0
780,3_2,0.0,0.0
780,8_0,0.0,0.0
780,-8_2,508.0,30789.173683277648
780,7_0,0.0,3529.40536194084
780,-1_1,539.0,10498.888888888889
780,0_2,0.0,0.0
780,6_2,0.0,0.0
780,8_1,0.0,0.0
780,-1_2,1471.0,49869.11562235849
780,-2_2,307.0,13123.611111111111
780,-7_1,1206.0,13123.611111111111
780,-7_0,438.0,13123.611111111111
780,-9_0,0.0,6780.8435276064565
780,0_1,2074.0,36746.11111111111
780,9_2,0.0,0.0
780,-3_1,1.0,2624.688998991456
780,5_1,0.0,0.0
780,1_0,0.0,0.0
780,-6_2,332.0,29755.7127547771
780,4_2,0.0,10433.433264498866
780,-3_2,205.0,10498.888888888889
780,-4_2,472.0,20519.19081523021
780,-2_0,435.0,5249.444444444444
810,2_2,0.0,0.0
810,-4_0,829.0,20997.777777777777
810,5_2,0.0,19851.039590896213
810,7_2,0.0,0.0
810,4_0,0.0,0.0
810,-1_0,381.0,13123.611111111111
810,3_0,1810.0,40481.81911952588
810,-5_1,0.0,2594.1624294782205
810,-9_2,122.0,5249.444444444444
810,1_2,0.0,0.0
810,-7_2,655.0,24470.455658827603
810,-8_1,184.0,15748.333333333334
810,-2_1,384.0,9355.113815451117
810,6_1,0.0,0.0
810,8_2,0.0,0.0
810,0_0,2534.0,50734.01283886797
810,4_1,0.0,0.0
810,6_0,0.0,6219.755116961867
810,9_1,0.0,3057.024433965209
810,-3_0,88.0,7874.166666666666
810,-0_0,0.0,0.0
810,2_1,0.0,0.0
810,-6_0,415.0,36746.088226656444
810,1_1,0.0,0.0
810,-5_0,46.0,7372.992677265163
810,7_1,0.0,0.0
810,2_0,0.0,0.0
810,5_0,0.0,0.0
810,-6_1,363.0,34424.51663910822
810,-8_0,1890.0,18373.055555555555
810,-0_2,0.0,0.0
810,3_1,1645.0,45886.793869998466
810,-5_2,449.0,51208.99911221112
810,-4_1,783.0,15748.333333333334
810,-9_1,23.0,12198.54614318222
810,9_0,0.0,3443.4469446353896
810,-0_1,0.0,0.0
810,3_2,6.0,11239.181937035011
810,8_0,0.0,0.0
810,-8_2,875.0,39357.96259530101
810,7_0,0.0,0.0
810,-1_1,659.0,10498.888888888889
810,0_2,0.0,0.0
810,6_2,8.0,2624.722222222222
810,8_1,0.0,0.0
810,-1_2,0.0,24546.62480254834
810,-2_2,457.0,13123.611111111111
810,-7_1,49.0,13103.522098161786
810,-7_0,588.0,13123.611111111111
810,-9_0,21.0,2624.722222222222
810,0_1,2534.0,41995.55555555555
810,9_2,0.0,0.0
810,-3_1,60.0,7874.09766855345
810,5_1,0.0,0.0
810,1_0,0.0,0.0
810,-6_2,0.0,14294.165849189745
810,4_2,0.0,0.0
810,-3_2,325.0,10498.888888888889
810,-4_2,721.0,37181.08924590355
810,-2_0,495.0,5249.444444444444
840,2_2,0.0,0.0
840,-4_0,1039.0,18373.055555555555
840,5_2,0.0,0.0
840,7_2,0.0,0.0
840,4_0,0.0,0.0
840,-1_0,0.0,0.0
840,3_0,0.0,24860.535953144077
840,-5_1,30.0,2624.722222222222
840,-9_2,182.0,5249.444444444444
840,1_2,0.0,0.0
840,-7_2,882.0,20997.777777777777
840,-8_1,98.0,15748.333333333334
840,-2_1,1.0,2620.102264189646
840,6_1,12.0,19817.542613320704
840,8_2,0.0,0.0
840,0_0,86.0,36447.806199239836
840,4_1,0.0,0.0
840,6_0,28.0,16266.215354337926
840,9_1,0.0,0.0
840,-3_0,188.0,10498.888888888889
840,-0_0,0.0,0.0
840,2_1,0.0,0.0
840,-6_0,849.0,45153.67568997858
840,1_1,0.0,0.0
840,-5_0,91.0,5249.444444444444
840,7_1,0.0,0.0
840,2_0,0.0,0.0
840,5_0,0.0,0.0
840,-6_1,794.0,52701.510179865756
840,-8_0,1713.0,15748.333333333334
840,-0_2,0.0,0.0
840,3_1,0.0,24959.828634232883
840,-5_2,1027.0,55087.537974295716
840,-4_1,963.0,18967.614391422372
840,-9_1,101.0,7874.166666666666
840,9_0,0.0,0.0
840,-0_1,0.0,0.0
840,3_2,59.0,14370.563247958933
840,8_0,0.0,0.0
