step,laneID,WaitingTime,CO2
180,-9_1,373.0,13123.611111111111
180,9_0,0.0,0.0
180,-0_1,0.0,0.0
180,3_2,0.0,20982.169128409216
180,8_0,0.0,0.0
180,-8_2,0.0,4395.836421200391
180,7_0,0.0,0.0
180,-1_1,70.0,2624.722222222222
180,0_2,216.0,5249.444444444444
180,6_2,115.0,36013.03281180647
180,8_1,0.0,0.0
180,-1_2,0.0,0.0
180,-2_2,212.0,5249.444444444444
180,-7_1,0.0,0.0
180,-7_0,120.0,4941.4812498804085
180,-9_0,378.0,23639.23906054712
180,0_1,191.0,7874.166666666666
180,9_2,0.0,0.0
180,-3_1,0.0,4966.199877055397
180,5_1,0.0,0.0
180,1_0,0.0,0.0
180,-6_2,449.0,23095.792460347417
180,4_2,0.0,0.0
180,-3_2,351.0,13123.611111111111
180,-4_2,0.0,2612.6397600014693
180,-2_0,186.0,5249.444444444444
210,2_2,0.0,3934.9616818590193
210,-4_0,316.0,8786.616340197483
210,5_2,0.0,0.0
210,7_2,0.0,10828.278044501765
210,4_0,0.0,0.0
210,-1_0,177.0,2624.722222222222
210,3_0,114.0,18884.47818186722
210,-5_1,229.0,5249.444444444444
210,-9_2,105.0,7874.142745948209
210,1_2,0.0,0.0
210,-7_2,436.0,13123.611111111111
210,-8_1,1.0,2621.194598548093
210,-2_1,153.0,2624.722222222222
210,6_1,218.0,13123.611111111111
210,8_2,0.0,0.0
210,0_0,391.0,13123.611111111111
210,4_1,0.0,0.0
210,6_0,250.0,13123.611111111111
210,9_1,0.0,0.0
210,-3_0,86.0,24763.76951583098
210,-0_0,0.0,0.0
210,2_1,0.0,0.0
210,-6_0,0.0,0.0
210,1_1,0.0,0.0
210,-5_0,353.0,7874.166666666666
210,7_1,0.0,0.0
210,2_0,0.0,0.0
210,5_0,0.0,0.0
210,-6_1,0.0,6212.2018756661355
210,-8_0,46.0,5249.444444444444
210,-0_2,0.0,0.0
210,3_1,182.0,15748.333333333334
210,-5_2,1158.0,34121.374894868895
210,-4_1,169.0,2624.722222222222
210,-9_1,553.0,18373.055555555555
210,9_0,0.0,0.0
210,-0_1,0.0,0.0
210,3_2,83.0,13254.825877190628
210,8_0,0.0,0.0
210,-8_2,70.0,14570.92752248351
210,7_0,0.0,0.0
210,-1_1,100.0,2624.722222222222
210,0_2,303.0,7874.166666666666
210,6_2,0.0,1305.0313765631106
210,8_1,0.0,0.0
210,-1_2,78.0,15259.31218745799
210,-2_2,272.0,5249.444444444444
210,-7_1,25.0,2624.722222222222
210,-7_0,169.0,5249.444444444444
210,-9_0,579.0,27522.57511754066
210,0_1,337.0,18373.055555555555
210,9_2,0.0,0.0
210,-3_1,23.0,12401.872408073345
210,5_1,0.0,0.0
210,1_0,0.0,0.0
210,-6_2,659.0,20997.759002970946
210,4_2,0.0,0.0
210,-3_2,0.0,13522.14473616086
210,-4_2,30.0,5249.427751904577
210,-2_0,246.0,8836.69004207355
240,2_2,0.0,0.0
240,-4_0,376.0,9395.934402575553
240,5_2,0.0,0.0
240,7_2,0.0,0.0
240,4_0,0.0,0.0
240,-1_0,207.0,6794.244000461702
240,3_0,298.0,18373.055555555555
240,-5_1,289.0,5249.444444444444
240,-9_2,195.0,7874.166666666666
240,1_2,0.0,0.0
240,-7_2,586.0,13123.611111111111
240,-8_1,38.0,5249.444444444444
240,-2_1,183.0,2624.722222222222
240,6_1,368.0,13123.611111111111
240,8_2,0.0,0.0
240,0_0,571.0,29210.34265334583
240,4_1,0.0,0.0
240,6_0,400.0,23584.108546903328
240,9_1,0.0,0.0
240,-3_0,0.0,2158.5356535192345
240,-0_0,0.0,0.0
240,2_1,0.0,0.0
240,-6_0,45.0,22083.883163177863
240,1_1,0.0,0.0
240,-5_0,443.0,13788.848283492729
240,7_1,0.0,0.0
240,2_0,0.0,0.0
240,5_0,0.0,0.0
240,-6_1,21.0,13090.317798359547
240,-8_0,86.0,5249.444444444444
240,-0_2,0.0,0.0
240,3_1,381.0,22023.43064538868
240,-5_2,0.0,17781.69671912613
240,-4_1,199.0,2624.722222222222
240,-9_1,0.0,2508.3057153039003
240,9_0,0.0,0.0
240,-0_1,0.0,12971.115516182876
240,3_2,229.0,13123.611111111111
240,8_0,0.0,0.0
240,-8_2,334.0,28871.944444444445
240,7_0,0.0,0.0
240,-1_1,130.0,2624.722222222222
240,0_2,393.0,7874.166666666666
240,6_2,25.0,2624.722222222222
240,8_1,0.0,0.0
240,-1_2,228.0,20997.668203105237
240,-2_2,368.0,13121.534461605475
240,-7_1,55.0,2624.722222222222
240,-7_0,229.0,5249.444444444444
240,-9_0,0.0,8174.197934556926
240,0_1,542.0,27388.631836396304
240,9_2,0.0,0.0
240,-3_1,0.0,11982.827698046942
240,5_1,0.0,0.0
240,1_0,0.0,0.0
240,-6_2,916.0,28871.875301343356
240,4_2,0.0,0.0
240,-3_2,90.0,35741.81711714815
240,-4_2,104.0,7874.166666666666
240,-2_0,306.0,5249.444444444444
270,2_2,0.0,11831.4058555141
270,-4_0,436.0,5249.444444444444
270,5_2,0.0,11081.65817881476
270,7_2,0.0,0.0
270,4_0,0.0,0.0
270,-1_0,255.0,5249.444444444444
270,3_0,508.0,21608.894550343222
270,-5_1,375.0,7874.166666666666
270,-9_2,285.0,7874.166666666666
270,1_2,0.0,0.0
270,-7_2,736.0,15652.715188308102
270,-8_1,98.0,5249.444444444444
270,-2_1,220.0,5249.444444444444
270,6_1,0.0,0.0
270,8_2,0.0,0.0
270,0_0,856.0,28871.944444444445
270,4_1,0.0,0.0
270,6_0,0.0,0.0
270,9_1,0.0,3325.042672098044
270,-3_0,28.0,11309.216917348487
270,-0_0,0.0,0.0
270,2_1,0.0,0.0
270,-6_0,264.0,24169.354240000437
270,1_1,0.0,0.0
270,-5_0,549.0,17679.750262222868
270,7_1,0.0,0.0
270,2_0,0.0,0.0
270,5_0,0.0,0.0
270,-6_1,142.0,15719.931404743998
270,-8_0,156.0,7874.166666666666
270,-0_2,0.0,0.0
270,3_1,591.0,18373.055555555555
270,-5_2,92.0,21482.481356575943
270,-4_1,241.0,5249.444444444444
270,-9_1,29.0,5235.5357768108925
270,9_0,0.0,0.0
270,-0_1,0.0,0.0
270,3_2,405.0,18373.055555555555
270,8_0,0.0,0.0
270,-8_2,673.0,31496.666666666668
270,7_0,0.0,0.0
270,-1_1,160.0,2624.722222222222
270,0_2,497.0,10498.888888888889
270,6_2,69.0,5249.444444444444
270,8_1,0.0,0.0
270,-1_2,495.0,39286.2838258068
270,-2_2,518.0,13123.611111111111
270,-7_1,85.0,2624.722222222222
270,-7_0,289.0,5249.444444444444
270,-9_0,17.0,7034.724719495662
270,0_1,816.0,26247.222222222223
270,9_2,0.0,0.0
270,-3_1,13.0,2624.722222222222
270,5_1,0.0,0.0
270,1_0,0.0,0.0
270,-6_2,0.0,0.0
270,4_2,0.0,0.0
270,-3_2,0.0,0.0
270,-4_2,194.0,7874.166666666666
270,-2_0,375.0,7874.166666666666
300,2_2,0.0,0.0
300,-4_0,518.0,11615.668013965265
300,5_2,0.0,0.0
300,7_2,0.0,0.0
300,4_0,0.0,0.0
300,-1_0,315.0,5249.444444444444
300,3_0,0.0,0.0
300,-5_1,479.0,10498.888888888889
300,-9_2,375.0,7874.166666666666
300,1_2,0.0,0.0
300,-7_2,915.0,15748.333333333334
300,-8_1,188.0,10495.335742077306
300,-2_1,287.0,7874.166666666666
300,6_1,16.0,7873.9683879076965
300,8_2,0.0,0.0
300,0_0,1186.0,28871.944444444445
300,4_1,0.0,0.0
300,6_0,37.0,19975.096415250664
300,9_1,0.0,0.0
300,-3_0,88.0,5249.444444444444
300,-0_0,0.0,0.0
300,2_1,0.0,0.0
300,-6_0,507.0,27929.66860590842
300,1_1,0.0,0.0
300,-5_0,669.0,13892.052425179912
300,7_1,0.0,0.0
300,2_0,0.0,0.0
300,5_0,0.0,0.0
300,-6_1,382.0,37980.603558224
300,-8_0,268.0,10498.888888888889
300,-0_2,0.0,0.0
300,3_1,0.0,16494.64950914206
300,-5_2,297.0,30983.015506340344
300,-4_1,302.0,7868.630552250013
300,-9_1,89.0,5249.444444444444
300,9_0,0.0,0.0
300,-0_1,0.0,0.0
300,3_2,113.0,16750.19103760851
300,8_0,0.0,0.0
300,-8_2,0.0,0.0
300,7_0,0.0,0.0
300,-1_1,190.0,2624.722222222222
300,0_2,617.0,10498.888888888889
300,6_2,146.0,17913.381903230067
300,8_1,0.0,0.0
300,-1_2,0.0,0.0
300,-2_2,668.0,13123.611111111111
300,-7_1,121.0,5249.444444444444
300,-7_0,349.0,9295.41629491488
300,-9_0,67.0,11086.892379657571
300,0_1,1129.0,28871.944444444445
300,9_2,0.0,0.0
300,-3_1,43.0,2624.722222222222
300,5_1,0.0,0.0
300,1_0,0.0,0.0
300,-6_2,15.0,13572.359748132558
300,4_2,0.0,0.0
300,-3_2,0.0,0.0
300,-4_2,289.0,18186.504682229828
300,-2_0,465.0,15163.374019507255
330,2_2,0.0,0.0
330,-4_0,623.0,10498.888888888889
330,5_2,0.0,0.0
330,7_2,0.0,19598.051882983516
330,4_0,0.0,0.0
330,-1_0,375.0,10686.855618689751
330,3_0,23.0,36482.67822228822
330,-5_1,26.0,5538.223050741456
330,-9_2,493.0,10498.888888888889
330,1_2,0.0,0.0
330,-7_2,195.0,11372.573642869367
330,-8_1,308.0,10498.888888888889
330,-2_1,399.0,10498.888888888889
330,6_1,43.0,7872.959830557227
330,8_2,0.0,0.0
330,0_0,0.0,9788.29653651188
330,4_1,0.0,0.0
330,6_0,182.0,24702.018294771697
330,9_1,0.0,0.0
330,-3_0,166.0,24523.426421110544
330,-0_0,0.0,0.0
330,2_1,0.0,0.0
330,-6_0,0.0,9181.810649165434
330,1_1,0.0,0.0
330,-5_0,731.0,13694.508544831995
330,7_1,0.0,0.0
330,2_0,0.0,0.0
330,5_0,0.0,0.0
330,-6_1,0.0,5866.016560023382
330,-8_0,388.0,10498.888888888889
330,-0_2,0.0,0.0
330,3_1,86.0,28482.83608770838
330,-5_2,591.0,28871.944444444445
330,-4_1,397.0,13928.15129651126
330,-9_1,164.0,10498.888888888889
330,9_0,0.0,3287.067662091825
330,-0_1,0.0,0.0
330,3_2,389.0,44577.735907081216
330,8_0,0.0,0.0
330,-8_2,17.0,7874.067963125763
330,7_0,0.0,0.0
330,-1_1,220.0,2624.722222222222
330,0_2,737.0,10498.888888888889
330,6_2,0.0,8881.260537828097
330,8_1,0.0,0.0
330,-1_2,0.0,4749.942429523938
330,-2_2,818.0,13123.611111111111
330,-7_1,181.0,5249.444444444444
330,-7_0,429.0,7874.166666666666
330,-9_0,152.0,19899.05645449308
330,0_1,0.0,0.0
330,9_2,0.0,0.0
330,-3_1,90.0,14898.643813628962
330,5_1,0.0,0.0
330,1_0,0.0,0.0
330,-6_2,103.0,7874.166666666666
330,4_2,0.0,0.0
330,-3_2,19.0,14586.488601794013
330,-4_2,497.0,22488.391994669306
330,-2_0,595.0,16933.49012400341
360,2_2,0.0,0.0
360,-4_0,58.0,10498.888888888889
360,5_2,0.0,0.0
360,7_2,0.0,0.0
360,4_0,0.0,0.0
360,-1_0,24.0,8262.695646094928
360,3_0,317.0,31496.65108216136
360,-5_1,116.0,13123.611111111111
360,-9_2,613.0,10498.888888888889
360,1_2,0.0,0.0
360,-7_2,0.0,5633.142710459185
360,-8_1,428.0,10498.888888888889
360,-2_1,60.0,11770.788964441495
360,6_1,186.0,13123.611111111111
360,8_2,0.0,0.0
360,0_0,14.0,7543.327453099635
360,4_1,0.0,0.0
360,6_0,355.0,25798.027383836692
360,9_1,0.0,0.0
360,-3_0,0.0,0.0
360,-0_0,0.0,6003.996669194731
360,2_1,0.0,0.0
360,-6_0,0.0,0.0
360,1_1,0.0,0.0
360,-5_0,862.0,13123.611111111111
360,7_1,0.0,0.0
360,2_0,0.0,0.0
360,5_0,0.0,0.0
360,-6_1,0.0,0.0
360,-8_0,508.0,10498.888888888889
360,-0_2,0.0,0.0
360,3_1,438.0,34121.38888888889
360,-5_2,921.0,28871.944444444445
360,-4_1,35.0,11874.021425078803
360,-9_1,345.0,18373.055555555555
360,9_0,0.0,0.0
360,-0_1,0.0,6980.946091645277
360,3_2,0.0,11076.63267649524
360,8_0,0.0,0.0
360,-8_2,158.0,18372.397285405623
360,7_0,0.0,0.0
360,-1_1,273.0,5249.444444444444
360,0_2,857.0,17683.487824743956
360,6_2,85.0,7874.166666666666
360,8_1,0.0,0.0
360,-1_2,39.0,19060.589935783068
360,-2_2,63.0,10498.888888888889
360,-7_1,241.0,5249.444444444444
360,-7_0,519.0,7874.166666666666
360,-9_0,342.0,22904.06547057489
360,0_1,33.0,7874.166666666666
360,9_2,0.0,8652.919397057938
360,-3_1,0.0,0.0
360,5_1,0.0,0.0
360,1_0,0.0,0.0
360,-6_2,193.0,7874.166666666666
360,4_2,0.0,11716.349896205042
360,-3_2,83.0,10484.14027760875
360,-4_2,781.0,43487.87430735429
360,-2_0,98.0,13123.611111111111
390,2_2,0.0,5443.502053080606
390,-4_0,178.0,10498.888888888889
390,5_2,0.0,0.0
390,7_2,0.0,0.0
390,4_0,0.0,0.0
390,-1_0,84.0,5249.444444444444
390,3_0,686.0,34121.38888888889
390,-5_1,276.0,15748.333333333334
390,-9_2,733.0,10498.888888888889
390,1_2,0.0,0.0
390,-7_2,16.0,2624.722222222222
390,-8_1,548.0,10498.888888888889
390,-2_1,109.0,13123.611111111111
390,6_1,350.0,23525.829073730456
390,8_2,0.0,0.0
390,0_0,130.0,13878.92373355343
390,4_1,0.0,0.0
390,6_0,535.0,15748.333333333334
390,9_1,0.0,0.0
390,-3_0,0.0,0.0
390,-0_0,0.0,0.0
390,2_1,0.0,0.0
390,-6_0,10.0,17988.98485729716
390,1_1,0.0,0.0
390,-5_0,2.0,10536.92243299797
390,7_1,0.0,0.0
390,2_0,0.0,0.0
390,5_0,0.0,0.0
390,-6_1,13.0,10476.985907497916
390,-8_0,628.0,10498.888888888889
390,-0_2,0.0,0.0
390,3_1,517.0,31496.666666666668
390,-5_2,1277.0,34120.861887085404
390,-4_1,125.0,7874.166666666666
390,-9_1,0.0,0.0
390,9_0,0.0,0.0
390,-0_1,0.0,0.0
390,3_2,91.0,12485.852793110902
390,8_0,0.0,0.0
390,-8_2,368.0,18373.055555555555
390,7_0,0.0,0.0
390,-1_1,333.0,5249.444444444444
390,0_2,58.0,10498.888888888889
390,6_2,215.0,34824.6523397542
390,8_1,0.0,0.0
390,-1_2,285.0,33908.67720074185
390,-2_2,210.0,13123.611111111111
390,-7_1,47.0,5249.444444444444
390,-7_0,404.0,5249.444444444444
390,-9_0,0.0,8246.754474376969
390,0_1,130.0,10498.888888888889
390,9_2,0.0,0.0
390,-3_1,0.0,0.0
390,5_1,0.0,0.0
390,1_0,0.0,0.0
390,-6_2,302.0,22947.94398465685
390,4_2,0.0,0.0
390,-3_2,0.0,0.0
390,-4_2,0.0,17814.627751476808
390,-2_0,248.0,16777.945660052792
420,2_2,0.0,0.0
420,-4_0,298.0,10498.888888888889
420,5_2,0.0,0.0
420,7_2,0.0,4458.167993417209
420,4_0,0.0,0.0
420,-1_0,144.0,5249.444444444444
420,3_0,1078.0,40748.602185227785
420,-5_1,480.0,18373.055555555555
420,-9_2,881.0,13123.611111111111
420,1_2,0.0,0.0
420,-7_2,46.0,7848.193071317435
420,-8_1,675.0,16917.58108734491
420,-2_1,259.0,13123.611111111111
420,6_1,321.0,18303.834190801506
420,8_2,0.0,0.0
420,0_0,264.0,19792.589773584332
420,4_1,0.0,0.0
420,6_0,760.0,23611.34779082871
420,9_1,0.0,0.0
420,-3_0,5.0,11461.158639051557
420,-0_0,0.0,0.0
420,2_1,0.0,0.0
420,-6_0,191.0,27373.10823841796
420,1_1,0.0,0.0
420,-5_0,171.0,18373.055555555555
420,7_1,0.0,0.0
420,2_0,0.0,5257.751380193465
420,5_0,0.0,0.0
420,-6_1,217.0,18373.055555555555
420,-8_0,768.0,15748.333333333334
420,-0_2,0.0,0.0
420,3_1,905.0,44321.59543562587
420,-5_2,0.0,0.0
420,-4_1,215.0,7874.166666666666
420,-9_1,24.0,5249.444444444444
420,9_0,0.0,0.0
420,-0_1,0.0,0.0
420,3_2,276.0,31009.291759010994
420,8_0,0.0,0.0
420,-8_2,589.0,32725.405536014205
420,7_0,0.0,0.0
420,-1_1,6.0,5244.030484787212
420,0_2,206.0,13123.611111111111
420,6_2,0.0,10601.344559937843
420,8_1,0.0,0.0
420,-1_2,0.0,1732.2134829012232
420,-2_2,377.0,15748.333333333334
420,-7_1,107.0,5249.444444444444
420,-7_0,488.0,7874.166666666666
420,-9_0,20.0,13181.729786480366
420,0_1,251.0,13114.943419058558
420,9_2,0.0,0.0
420,-3_1,0.0,5132.034133069574
420,5_1,0.0,0.0
420,1_0,0.0,0.0
420,-6_2,525.0,20997.777777777777
420,4_2,0.0,0.0
